codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
mojette-nonsys,8+2,16777216,4,992,163101,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
plain,1+0,16777216,5,5215,5130,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
stripe,10+0,16777216,5,5936,5878,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,simd
rs,4+2,16777216,5,892,730,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
mojette-sys,4+2,16777216,5,866,772,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
mojette-nonsys,4+2,16777216,5,1002,75089,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
rs,8+2,16777216,5,721,627,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
mojette-sys,8+2,16777216,5,763,663,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
mojette-nonsys,8+2,16777216,5,997,162954,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,65536,simd
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,scalar
plain,1+0,65536,1,42,54,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,65536,1,79,69,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,1,65,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,65536,1,67,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,65536,1,67,1173,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,65536,1,60,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,65536,1,74,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,65536,1,80,5041,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,65536,2,44,48,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,65536,2,81,87,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,2,64,64,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,65536,2,65,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,65536,2,68,1191,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,65536,2,62,70,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,65536,2,78,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,65536,2,75,4848,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,65536,3,44,51,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,65536,3,83,78,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,3,61,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,65536,3,65,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,65536,3,68,1160,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,65536,3,56,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,65536,3,73,75,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,65536,3,80,5336,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,65536,4,43,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,65536,4,82,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,4,65,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,65536,4,67,64,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,65536,4,68,1174,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,65536,4,68,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,65536,4,73,72,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,65536,4,87,5192,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,65536,5,50,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,65536,5,82,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,5,67,51,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,65536,5,67,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,65536,5,60,1155,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,65536,5,56,58,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,65536,5,72,71,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,65536,5,69,5008,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,262144,1,109,119,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,262144,1,139,142,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,1,52,51,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,262144,1,55,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,262144,1,57,1168,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,262144,1,49,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,262144,1,63,58,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,262144,1,76,4378,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,262144,2,102,112,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,262144,2,144,143,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,2,57,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,262144,2,51,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,262144,2,62,1183,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,262144,2,63,71,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,262144,2,73,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,262144,2,80,5180,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,262144,3,106,119,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,262144,3,142,156,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,3,60,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,262144,3,57,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,262144,3,64,1201,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,262144,3,55,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,262144,3,72,67,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,262144,3,79,5268,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,262144,4,114,116,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,262144,4,151,155,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,4,59,59,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,262144,4,59,82,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,262144,4,47,1177,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,262144,4,56,71,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,262144,4,77,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,262144,4,79,4741,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,262144,5,95,123,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,262144,5,153,153,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,5,63,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,262144,5,64,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,262144,5,66,1167,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,262144,5,58,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,262144,5,63,75,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,262144,5,66,5510,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,1048576,1,336,361,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,1048576,1,431,407,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,1,95,93,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,1048576,1,96,92,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,1048576,1,104,4534,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,1048576,1,70,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,1048576,1,84,88,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,1048576,1,103,9359,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,1048576,2,349,372,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,1048576,2,422,421,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,2,97,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,1048576,2,106,93,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,1048576,2,114,4597,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,1048576,2,87,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,1048576,2,99,95,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,1048576,2,114,10331,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,1048576,3,341,363,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,1048576,3,433,430,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,3,104,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,1048576,3,90,100,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,1048576,3,111,4653,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,1048576,3,86,87,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,1048576,3,90,78,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,1048576,3,103,10197,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,1048576,4,339,386,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,1048576,4,416,415,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,4,109,91,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,1048576,4,99,102,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,1048576,4,114,4687,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,1048576,4,84,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,1048576,4,97,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,1048576,4,101,10937,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,1048576,5,369,359,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,1048576,5,439,414,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,5,105,80,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,1048576,5,95,100,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,1048576,5,96,4573,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,1048576,5,83,73,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,1048576,5,90,96,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,1048576,5,92,10081,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,4194304,1,1339,1344,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,4194304,1,1538,1506,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,1,249,202,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,4194304,1,252,226,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,4194304,1,275,18637,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,4194304,1,242,203,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,4194304,1,220,214,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,4194304,1,283,42596,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,4194304,2,1344,1359,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,4194304,2,1505,1481,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,2,294,215,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,4194304,2,251,225,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,4194304,2,274,19468,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,4194304,2,194,184,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,4194304,2,228,203,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,4194304,2,291,38838,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,4194304,3,1342,1342,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,4194304,3,1512,1487,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,3,297,221,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,4194304,3,254,219,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,4194304,3,279,19062,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,4194304,3,240,189,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,4194304,3,216,206,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,4194304,3,268,42209,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,4194304,4,1359,1354,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,4194304,4,1531,1507,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,4,280,214,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,4194304,4,238,244,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,4194304,4,284,18343,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,4194304,4,214,199,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,4194304,4,222,200,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,4194304,4,277,40469,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,4194304,5,1313,1303,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,4194304,5,1546,1535,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,5,241,218,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,4194304,5,250,229,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,4194304,5,283,18746,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,4194304,5,210,191,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,4194304,5,224,203,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,4194304,5,275,40798,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
plain,1+0,16777216,1,5170,5140,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
stripe,10+0,16777216,1,5908,5845,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,16777216,1,893,719,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,4+2,16777216,1,859,767,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,4+2,16777216,1,1008,74538,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
rs,8+2,16777216,1,839,635,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-sys,8+2,16777216,1,775,678,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
mojette-nonsys,8+2,16777216,1,992,163757,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),65536,scalar
